status,grain,source,column,year,n_cells,value_min,value_max,runtime_s,out_path,reason
skipped,h3_res4,worldpop,worldpop__pop_density,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/h3_res4/worldpop/pop_density_2019.png,output exists (use --force to overwrite)
skipped,h3_res4,worldpop,worldpop__pop_density,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/h3_res4/worldpop/pop_density_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,bachelors_rate,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/bachelors_rate_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,bachelors_rate,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/bachelors_rate_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,bachelors_rate,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/bachelors_rate_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_gross_rent,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_gross_rent_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_gross_rent,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_gross_rent_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_gross_rent,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_gross_rent_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_hh_income,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_hh_income_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_hh_income,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_hh_income_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_hh_income,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_hh_income_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_home_value,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_home_value_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_home_value,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_home_value_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,median_home_value,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/median_home_value_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,non_english_pct,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/non_english_pct_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,non_english_pct,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/non_english_pct_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,non_english_pct,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/non_english_pct_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,owner_occupied_pct,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/owner_occupied_pct_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,owner_occupied_pct,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/owner_occupied_pct_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,owner_occupied_pct,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/owner_occupied_pct_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,per_capita_income,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/per_capita_income_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,per_capita_income,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/per_capita_income_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,per_capita_income,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/per_capita_income_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,poverty_rate,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/poverty_rate_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,poverty_rate,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/poverty_rate_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,poverty_rate,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/poverty_rate_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,total_population,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/total_population_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,total_population,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/total_population_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,total_population,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/total_population_2020.png,output exists (use --force to overwrite)
skipped,zip5,acs,uninsured_rate,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/uninsured_rate_2018.png,output exists (use --force to overwrite)
skipped,zip5,acs,uninsured_rate,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/uninsured_rate_2019.png,output exists (use --force to overwrite)
skipped,zip5,acs,uninsured_rate,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/acs/uninsured_rate_2020.png,output exists (use --force to overwrite)
skipped,zip5,aqs,aqs__o3_mean,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/aqs/o3_mean_2018.png,output exists (use --force to overwrite)
skipped,zip5,aqs,aqs__o3_mean,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/aqs/o3_mean_2019.png,output exists (use --force to overwrite)
skipped,zip5,aqs,aqs__o3_mean,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/aqs/o3_mean_2020.png,output exists (use --force to overwrite)
skipped,zip5,aqs,aqs__pm25_mean,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/aqs/pm25_mean_2018.png,output exists (use --force to overwrite)
skipped,zip5,aqs,aqs__pm25_mean,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/aqs/pm25_mean_2019.png,output exists (use --force to overwrite)
skipped,zip5,aqs,aqs__pm25_mean,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/aqs/pm25_mean_2020.png,output exists (use --force to overwrite)
skipped,zip5,landscan,landscan__pop_density,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/landscan/pop_density_2018.png,output exists (use --force to overwrite)
skipped,zip5,landscan,landscan__pop_density,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/landscan/pop_density_2019.png,output exists (use --force to overwrite)
skipped,zip5,landscan,landscan__pop_density,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/landscan/pop_density_2020.png,output exists (use --force to overwrite)
skipped,zip5,landscan,landscan__pop_sum,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/landscan/pop_sum_2018.png,output exists (use --force to overwrite)
skipped,zip5,landscan,landscan__pop_sum,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/landscan/pop_sum_2019.png,output exists (use --force to overwrite)
skipped,zip5,landscan,landscan__pop_sum,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/landscan/pop_sum_2020.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__crop_frac,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/crop_frac_2018.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__crop_frac,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/crop_frac_2019.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__crop_frac,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/crop_frac_2020.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__developed_frac,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/developed_frac_2018.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__developed_frac,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/developed_frac_2019.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__developed_frac,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/developed_frac_2020.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__forest_frac,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/forest_frac_2018.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__forest_frac,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/forest_frac_2019.png,output exists (use --force to overwrite)
skipped,zip5,nlcd,nlcd__forest_frac,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/nlcd/forest_frac_2020.png,output exists (use --force to overwrite)
skipped,zip5,ozone_lur,ozone_lur__o3_mean,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/ozone_lur/o3_mean_2018.png,output exists (use --force to overwrite)
skipped,zip5,ozone_lur,ozone_lur__o3_mean,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/ozone_lur/o3_mean_2019.png,output exists (use --force to overwrite)
skipped,zip5,ozone_lur,ozone_lur__o3_mean,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/ozone_lur/o3_mean_2020.png,output exists (use --force to overwrite)
skipped,zip5,ozone_lur,ozone_lur__o3_p98,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/ozone_lur/o3_p98_2018.png,output exists (use --force to overwrite)
skipped,zip5,ozone_lur,ozone_lur__o3_p98,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/ozone_lur/o3_p98_2019.png,output exists (use --force to overwrite)
skipped,zip5,ozone_lur,ozone_lur__o3_p98,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/ozone_lur/o3_p98_2020.png,output exists (use --force to overwrite)
skipped,zip5,pm25_lur,pm25_lur__pm25_mean,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/pm25_lur/pm25_mean_2018.png,output exists (use --force to overwrite)
skipped,zip5,pm25_lur,pm25_lur__pm25_mean,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/pm25_lur/pm25_mean_2019.png,output exists (use --force to overwrite)
skipped,zip5,pm25_lur,pm25_lur__pm25_mean,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/pm25_lur/pm25_mean_2020.png,output exists (use --force to overwrite)
skipped,zip5,pm25_lur,pm25_lur__pm25_p98,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/pm25_lur/pm25_p98_2018.png,output exists (use --force to overwrite)
skipped,zip5,pm25_lur,pm25_lur__pm25_p98,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/pm25_lur/pm25_p98_2019.png,output exists (use --force to overwrite)
skipped,zip5,pm25_lur,pm25_lur__pm25_p98,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/pm25_lur/pm25_p98_2020.png,output exists (use --force to overwrite)
skipped,zip5,svi,svi__theme1_rpl,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/svi/theme1_rpl_2018.png,output exists (use --force to overwrite)
skipped,zip5,svi,svi__theme1_rpl,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/svi/theme1_rpl_2019.png,missing parquet: census_2010_zip5_2010_2019.parquet
skipped,zip5,svi,svi__theme1_rpl,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/svi/theme1_rpl_2020.png,missing parquet: census_2020_zip5_2020_2020.parquet
skipped,zip5,svi,svi__themes_rpl,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/svi/themes_rpl_2018.png,output exists (use --force to overwrite)
skipped,zip5,svi,svi__themes_rpl,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/svi/themes_rpl_2019.png,missing parquet: census_2010_zip5_2010_2019.parquet
skipped,zip5,svi,svi__themes_rpl,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/svi/themes_rpl_2020.png,missing parquet: census_2020_zip5_2020_2020.parquet
skipped,zip5,walkability,walkability__natwalkind_derived,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/walkability/natwalkind_derived_2018.png,output exists (use --force to overwrite)
skipped,zip5,walkability,walkability__natwalkind_derived,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/walkability/natwalkind_derived_2019.png,output exists (use --force to overwrite)
skipped,zip5,walkability,walkability__natwalkind_derived,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/walkability/natwalkind_derived_2020.png,output exists (use --force to overwrite)
skipped,zip5,walkability,walkability__no_transit_mean,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/walkability/no_transit_mean_2018.png,output exists (use --force to overwrite)
skipped,zip5,walkability,walkability__no_transit_mean,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/walkability/no_transit_mean_2019.png,output exists (use --force to overwrite)
skipped,zip5,walkability,walkability__no_transit_mean,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/walkability/no_transit_mean_2020.png,output exists (use --force to overwrite)
skipped,zip5,worldpop,worldpop__pop_density,2018,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/worldpop/pop_density_2018.png,output exists (use --force to overwrite)
skipped,zip5,worldpop,worldpop__pop_density,2019,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/worldpop/pop_density_2019.png,output exists (use --force to overwrite)
skipped,zip5,worldpop,worldpop__pop_density,2020,,,,0.0,/Users/andrew.poley/Documents/data/operation_secret_handshake/desynpuf-zip/build/maps/maps/zip5/worldpop/pop_density_2020.png,output exists (use --force to overwrite)
